Date,Rank,Points,Rider,Team,Year,Race,UCI Class,Type,Code,Series,Race days,UCI Category,Classification
3-Oct-20,1,50,VAN DER POEL Mathieu,Alpecin-Deceuninck,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
4-Oct-20,6,175,VAN DER POEL Mathieu,Alpecin-Deceuninck,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
7-Oct-20,2,150,VAN DER POEL Mathieu,Alpecin-Deceuninck,2020,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
11-Oct-20,9,100,VAN DER POEL Mathieu,Alpecin-Deceuninck,2020,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Oct-20,1,500,VAN DER POEL Mathieu,Alpecin-Deceuninck,2020,Ronde van Vlaanderen - Tour des Flandres,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
21-Feb-20,2,5,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Tour of Antalya,2.1,Stage Race,C1 SC,Other,,2.1,SC
23-Feb-20,4,60,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Tour of Antalya,2.1,Stage Race,C1 GC,Other,4,2.1,GC
3-Mar-20,8,30,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Le Samyn,1.1,One Day,C1 GC,Other,1,1.1,GC
3-Aug-20,11,30,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,3,125,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
25-Aug-20,13,40,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
29-Aug-20,6,40,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
13-Sep-20,1,125,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Antwerp Port Epic / Sels Trophy,1.1,One Day,C1 GC,Other,1,1.1,GC
3-Oct-20,18,24,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,BinckBank Tour,2.UWT,Stage Race,Tier 4 GC,WorldTour,5,Tier 4,GC
11-Oct-20,30,20,VERMEERSCH Gianni,Alpecin-Deceuninck,2020,Gent-Wevelgem in Flanders Fields,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
23-Feb-20,36,3,VERVAEKE Louis,Alpecin-Deceuninck,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
3-Aug-20,8,50,VERVAEKE Louis,Alpecin-Deceuninck,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
12-Aug-20,37,3,VERVAEKE Louis,Alpecin-Deceuninck,2020,Gran Piemonte,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
18-Aug-20,17,5,VERVAEKE Louis,Alpecin-Deceuninck,2020,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
29-Aug-20,17,3,VERVAEKE Louis,Alpecin-Deceuninck,2020,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
14-Sep-20,16,30,VERVAEKE Louis,Alpecin-Deceuninck,2020,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
30-Sep-20,22,16,VERVAEKE Louis,Alpecin-Deceuninck,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,36,10,VERVAEKE Louis,Alpecin-Deceuninck,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
16-Feb-20,24,5,BARGUIL Warren,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
29-Feb-20,4,100,BARGUIL Warren,Arkea-Samsic,2020,Faun-Ardèche Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Mar-20,2,150,BARGUIL Warren,Arkea-Samsic,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
4-Aug-20,7,35,BARGUIL Warren,Arkea-Samsic,2020,La Route d'Occitanie - La Dépêche du Midi,2.1,Stage Race,C1 GC,Other,4,2.1,GC
16-Aug-20,9,100,BARGUIL Warren,Arkea-Samsic,2020,Critérium du Dauphiné,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
20-Sep-20,14,85,BARGUIL Warren,Arkea-Samsic,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
30-Sep-20,4,220,BARGUIL Warren,Arkea-Samsic,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,9,100,BARGUIL Warren,Arkea-Samsic,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
7-Oct-20,5,85,BARGUIL Warren,Arkea-Samsic,2020,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
11-Oct-20,5,85,BARGUIL Warren,Arkea-Samsic,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
30-Jan-20,8,30,BOUHANNI Nacer,Arkea-Samsic,2020,Trofeo ses salines - Felanitx,1.1,One Day,C1 GC,Other,1,1.1,GC
4-Feb-20,3,3,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
5-Feb-20,3,3,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
7-Feb-20,1,14,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
7-Feb-20,1,3,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 SGC,Other,,2.1,SGC
8-Feb-20,2,85,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 GC,Other,5,2.1,GC
8-Feb-20,2,5,BOUHANNI Nacer,Arkea-Samsic,2020,Saudi Tour,2.1,Stage Race,C1 SC,Other,,2.1,SC
13-Feb-20,1,20,BOUHANNI Nacer,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
13-Feb-20,1,5,BOUHANNI Nacer,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
1-Mar-20,32,3,BOUHANNI Nacer,Arkea-Samsic,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
3-Aug-20,32,3,BOUHANNI Nacer,Arkea-Samsic,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
5-Aug-20,6,70,BOUHANNI Nacer,Arkea-Samsic,2020,Milano-Torino,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,38,10,BOUHANNI Nacer,Arkea-Samsic,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
30-Aug-20,3,125,BOUHANNI Nacer,Arkea-Samsic,2020,Brussels Cycling Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
16-Sep-20,15,5,BOUHANNI Nacer,Arkea-Samsic,2020,Giro della Toscana - Memorial Alfredo Martini,1.1,One Day,C1 GC,Other,1,1.1,GC
17-Sep-20,19,5,BOUHANNI Nacer,Arkea-Samsic,2020,Coppa Sabatini - Gran Premio città di Peccioli,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
20-Sep-20,1,125,BOUHANNI Nacer,Arkea-Samsic,2020,Grand Prix d'Isbergues - Pas de Calais,1.1,One Day,C1 GC,Other,1,1.1,GC
22-Sep-20,3,70,BOUHANNI Nacer,Arkea-Samsic,2020,Paris-Camembert,1.1,One Day,C1 GC,Other,1,1.1,GC
27-Sep-20,1,125,BOUHANNI Nacer,Arkea-Samsic,2020,Paris-Chauny (classique),1.1,One Day,C1 GC,Other,1,1.1,GC
11-Oct-20,18,5,BOUHANNI Nacer,Arkea-Samsic,2020,Paris - Tours Elite,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
14-Oct-20,11,30,BOUHANNI Nacer,Arkea-Samsic,2020,Scheldeprijs,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
15-Aug-20,6,70,DECLERCQ Benjamin,Arkea-Samsic,2020,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
20-Aug-20,3,3,DECLERCQ Benjamin,Arkea-Samsic,2020,Tour du Limousin - Nouvelle Aquitaine,2.1,Stage Race,C1 SC,Other,,2.1,SC
21-Aug-20,7,35,DECLERCQ Benjamin,Arkea-Samsic,2020,Tour du Limousin - Nouvelle Aquitaine,2.1,Stage Race,C1 GC,Other,4,2.1,GC
6-Sep-20,13,5,DECLERCQ Benjamin,Arkea-Samsic,2020,Tour du Doubs,1.1,One Day,C1 GC,Other,1,1.1,GC
7-Oct-20,40,3,DECLERCQ Benjamin,Arkea-Samsic,2020,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
21-Oct-20,44,5,DECLERCQ Benjamin,Arkea-Samsic,2020,AG Driedaagse Brugge-De Panne,2.UWT,Stage Race,Tier 5 GC,WorldTour,1,Tier 5,GC
23-Feb-20,19,5,DELAPLACE Anthony,Arkea-Samsic,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
21-Aug-20,6,40,DELAPLACE Anthony,Arkea-Samsic,2020,Tour du Limousin - Nouvelle Aquitaine,2.1,Stage Race,C1 GC,Other,4,2.1,GC
25-Aug-20,36,8,DELAPLACE Anthony,Arkea-Samsic,2020,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
6-Sep-20,11,15,DELAPLACE Anthony,Arkea-Samsic,2020,Tour du Doubs,1.1,One Day,C1 GC,Other,1,1.1,GC
5-Oct-20,21,3,DELAPLACE Anthony,Arkea-Samsic,2020,Volta a Portugal em bicicleta edição especial,2.1,Stage Race,C1 GC,Other,11,2.1,GC
5-Oct-20,3,3,DELAPLACE Anthony,Arkea-Samsic,2020,Volta a Portugal em bicicleta edição especial,2.1,Stage Race,C1 SC,Other,,2.1,SC
12-Oct-20,8,30,DELAPLACE Anthony,Arkea-Samsic,2020,Prueba Villafranca-Ordiziako Klasika,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Feb-20,18,3,GUERNALEC Thibault,Arkea-Samsic,2020,Etoile de Bessèges,2.1,Stage Race,C1 GC,Other,5,2.1,GC
15-Feb-20,4,60,GUERNALEC Thibault,Arkea-Samsic,2020,Vuelta Ciclista a la Región de Murcia Costa Calida,2.1,Stage Race,C1 GC,Other,1,2.1,GC
8-Mar-20,3,25,GUERNALEC Thibault,Arkea-Samsic,2020,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,1.2,One Day,C2 GC,Other,1,1.2,GC
15-Aug-20,31,3,GUERNALEC Thibault,Arkea-Samsic,2020,Dwars door het Hageland,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
21-Aug-20,5,10,GUERNALEC Thibault,Arkea-Samsic,2020,Championnats Nationaux Route - France (ME-WE),CN,Championships,CN ME ITT,Other,1,CN,ME ITT
30-Aug-20,4,60,GUERNALEC Thibault,Arkea-Samsic,2020,Tour Poitou-Charentes en Nouvelle Aquitaine,2.1,Stage Race,C1 GC,Other,5,2.1,GC
2-Feb-20,12,10,HARDY Romain,Arkea-Samsic,2020,Grand Prix Cycliste la Marseillaise,1.1,One Day,C1 GC,Other,1,1.1,GC
16-Feb-20,29,5,HARDY Romain,Arkea-Samsic,2020,Trofeo Laigueglia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
1-Mar-20,12,25,HARDY Romain,Arkea-Samsic,2020,Royal Bernard Drome Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
19-Aug-20,9,40,HARDY Romain,Arkea-Samsic,2020,VOO-Tour de Wallonie,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
6-Sep-20,4,60,HARDY Romain,Arkea-Samsic,2020,Tour du Doubs,1.1,One Day,C1 GC,Other,1,1.1,GC
19-Sep-20,14,15,HARDY Romain,Arkea-Samsic,2020,Skoda-Tour de Luxembourg,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
30-Sep-20,37,8,HARDY Romain,Arkea-Samsic,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
12-Oct-20,11,15,HARDY Romain,Arkea-Samsic,2020,Prueba Villafranca-Ordiziako Klasika,1.1,One Day,C1 GC,Other,1,1.1,GC
16-Feb-20,26,5,LEDANOIS Kevin,Arkea-Samsic,2020,Trofeo Laigueglia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
19-Aug-20,3,3,LEDANOIS Kevin,Arkea-Samsic,2020,Tour du Limousin - Nouvelle Aquitaine,2.1,Stage Race,C1 SC,Other,,2.1,SC
21-Aug-20,4,60,LEDANOIS Kevin,Arkea-Samsic,2020,Tour du Limousin - Nouvelle Aquitaine,2.1,Stage Race,C1 GC,Other,4,2.1,GC
30-Sep-20,58,2,LEDANOIS Kevin,Arkea-Samsic,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
12-Oct-20,7,35,LEDANOIS Kevin,Arkea-Samsic,2020,Prueba Villafranca-Ordiziako Klasika,1.1,One Day,C1 GC,Other,1,1.1,GC
17-Aug-20,3,5,MCLAY Daniel,Arkea-Samsic,2020,VOO-Tour de Wallonie,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
25-Aug-20,8,100,MCLAY Daniel,Arkea-Samsic,2020,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
29-Aug-20,15,5,MCLAY Daniel,Arkea-Samsic,2020,Druivenkoers - Overijse,1.1,One Day,C1 GC,Other,1,1.1,GC
30-Aug-20,13,20,MCLAY Daniel,Arkea-Samsic,2020,Brussels Cycling Classic,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
20-Sep-20,22,3,MCLAY Daniel,Arkea-Samsic,2020,Grand Prix d'Isbergues - Pas de Calais,1.1,One Day,C1 GC,Other,1,1.1,GC
30-Sep-20,2,5,MCLAY Daniel,Arkea-Samsic,2020,Volta a Portugal em bicicleta edição especial,2.1,Stage Race,C1 SC,Other,,2.1,SC
2-Oct-20,1,14,MCLAY Daniel,Arkea-Samsic,2020,Volta a Portugal em bicicleta edição especial,2.1,Stage Race,C1 SC,Other,,2.1,SC
3-Oct-20,1,14,MCLAY Daniel,Arkea-Samsic,2020,Volta a Portugal em bicicleta edição especial,2.1,Stage Race,C1 SC,Other,,2.1,SC
1-Feb-20,2,30,QUINTANA Nairo,Arkea-Samsic,2020,National Road Championships - Colombia,CN,Championships,CN ME ITT,Other,1,CN,ME ITT
2-Feb-20,4,50,QUINTANA Nairo,Arkea-Samsic,2020,National Road Championships - Colombia,CN,Championships,CN ME RR,Other,1,CN,ME RR
15-Feb-20,1,20,QUINTANA Nairo,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
15-Feb-20,1,5,QUINTANA Nairo,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
16-Feb-20,1,200,QUINTANA Nairo,Arkea-Samsic,2020,Tour de la Provence,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
22-Feb-20,1,14,QUINTANA Nairo,Arkea-Samsic,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 SC,Other,,2.1,SC
22-Feb-20,1,3,QUINTANA Nairo,Arkea-Samsic,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 SGC,Other,,2.1,SGC
23-Feb-20,1,125,QUINTANA Nairo,Arkea-Samsic,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 GC,Other,3,2.1,GC
14-Mar-20,1,60,QUINTANA Nairo,Arkea-Samsic,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 SC,WorldTour,,Tier 3,SC
15-Mar-20,6,175,QUINTANA Nairo,Arkea-Samsic,2020,Paris-Nice,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
6-Aug-20,8,30,QUINTANA Nairo,Arkea-Samsic,2020,Mont Ventoux Dénivelé Challenge,1.1,One Day,C1 GC,Other,1,1.1,GC
9-Aug-20,3,70,QUINTANA Nairo,Arkea-Samsic,2020,Tour de l'Ain,2.1,Stage Race,C1 GC,Other,3,2.1,GC
9-Aug-20,3,3,QUINTANA Nairo,Arkea-Samsic,2020,Tour de l'Ain,2.1,Stage Race,C1 SC,Other,,2.1,SC
1-Sep-20,4,15,QUINTANA Nairo,Arkea-Samsic,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 SC,WorldTour,,Tier 1,SC
20-Sep-20,17,65,QUINTANA Nairo,Arkea-Samsic,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
31-Jan-20,4,60,ROSA Diego,Arkea-Samsic,2020,Trofeo Serra de Tramuntana,1.1,One Day,C1 GC,Other,1,1.1,GC
1-Feb-20,5,50,ROSA Diego,Arkea-Samsic,2020,Trofeo Pollença - Port d'Andratx,1.1,One Day,C1 GC,Other,1,1.1,GC
16-Feb-20,3,125,ROSA Diego,Arkea-Samsic,2020,Trofeo Laigueglia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
23-Feb-20,19,3,ROSA Diego,Arkea-Samsic,2020,Tour des Alpes Maritimes et du Var,2.1,Stage Race,C1 GC,Other,3,2.1,GC
1-Aug-20,10,50,ROSA Diego,Arkea-Samsic,2020,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
1-Mar-20,19,5,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Kuurne-Bruxelles-Kuurne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
3-Aug-20,2,150,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,7,150,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
12-Aug-20,6,70,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Gran Piemonte,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
25-Aug-20,44,8,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Bretagne Classic - Ouest-France,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
26-Aug-20,18,5,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,UEC Road European Championships,CC,Championships,CC ME RR,Other,1,CC,ME RR
14-Sep-20,43,10,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
30-Oct-20,4,12,ARANBURU DEBA Alex,Astana Qazaqstan Team,2020,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
26-Jan-20,21,20,FELLINE Fabio,Astana Qazaqstan Team,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
30-Aug-20,1,125,FELLINE Fabio,Astana Qazaqstan Team,2020,Memorial Marco Pantani,1.1,One Day,C1 GC,Other,1,1.1,GC
8-Oct-20,3,20,FELLINE Fabio,Astana Qazaqstan Team,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
25-Oct-20,25,32,FELLINE Fabio,Astana Qazaqstan Team,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
26-Jan-20,17,30,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,Santos Tour Down Under,2.UWT,Stage Race,Tier 3 GC,WorldTour,6,Tier 3,GC
15-Feb-20,12,10,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,Vuelta Ciclista a la Región de Murcia Costa Calida,2.1,Stage Race,C1 GC,Other,1,2.1,GC
15-Feb-20,2,5,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,Vuelta Ciclista a la Región de Murcia Costa Calida,2.1,Stage Race,C1 SC,Other,2,2.1,SC
20-Sep-20,60,10,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
30-Sep-20,27,16,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,19,30,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
7-Oct-20,23,5,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,De Brabantse Pijl - La Flèche Brabançonne,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
27-Oct-20,2,40,FRAILE MATARRANZ Omar,Astana Qazaqstan Team,2020,La Vuelta ciclista a España,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
19-Feb-20,1,20,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
19-Feb-20,1,5,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
20-Feb-20,1,5,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
21-Feb-20,1,20,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
21-Feb-20,1,5,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
22-Feb-20,2,10,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
22-Feb-20,1,5,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SGC,ProSeries,,2.Pro,SGC
23-Feb-20,1,200,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P GC,ProSeries,5,2.Pro,GC
23-Feb-20,2,10,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Vuelta a Andalucia Ruta Ciclista Del Sol,2.Pro,Stage Race,P SC,ProSeries,,2.Pro,SC
1-Aug-20,5,120,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
8-Aug-20,2,20,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 SC,WorldTour,,Tier 4,SC
9-Aug-20,2,320,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Tour de Pologne,2.UWT,Stage Race,Tier 4 GC,WorldTour,7,Tier 4,GC
15-Aug-20,1,500,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Il Lombardia,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
18-Aug-20,6,70,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Giro dell'Emilia,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
14-Sep-20,14,40,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Tirreno-Adriatico,2.UWT,Stage Race,Tier 3 GC,WorldTour,7,Tier 3,GC
27-Sep-20,5,275,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Championnats du Monde Route UCI / UCI Road World Championships,CM,Championships,CM ME RR,Other,1,CM,ME RR
5-Oct-20,5,4,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
22-Oct-20,4,12,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 SC,WorldTour,,Tier 2,SC
25-Oct-20,6,320,FUGLSANG Jakob,Astana Qazaqstan Team,2020,Giro d'Italia,Grand Tour,Grand Tour,Tier 2 GC,WorldTour,21,Tier 2,GC
16-Feb-20,31,3,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Tour de la Provence,2.Pro,Stage Race,P GC,ProSeries,4,2.Pro,GC
29-Feb-20,20,20,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,UAE Tour,2.UWT,Stage Race,Tier 5 GC,WorldTour,7,Tier 5,GC
1-Aug-20,17,20,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Strade Bianche,1.UWT,One Day,Tier 5 GC,WorldTour,1,Tier 5,GC
3-Aug-20,1,200,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Gran Trittico Lombardo,1.Pro,One Day,P GC,ProSeries,1,1.Pro,GC
8-Aug-20,22,20,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Milano-Sanremo,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
16-Aug-20,31,10,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Critérium du Dauphiné,2.UWT,Stage Race,Tier 3 GC,WorldTour,8,Tier 3,GC
21-Aug-20,3,20,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,National Road Championships - Spain,CN,Championships,CN ME ITT,Other,1,CN,ME ITT
23-Aug-20,2,75,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,National Road Championships - Spain,CN,Championships,CN ME RR,Other,1,CN,ME RR
20-Sep-20,22,40,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Tour de France,Grand Tour,Grand Tour,Tier 1 GC,WorldTour,21,Tier 1,GC
30-Sep-20,23,16,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,La Flèche Wallonne,1.UWT,One Day,Tier 4 GC,WorldTour,1,Tier 4,GC
4-Oct-20,17,30,IZAGIRRE INSAUSTI Gorka,Astana Qazaqstan Team,2020,Liège-Bastogne-Liège,1.UWT,One Day,Tier 3 GC,WorldTour,1,Tier 3,GC
